,CLAVE SITIO,CLAVE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,AÑO,Alc_Tot,Cond_elec,Dur_Tot,SDT,Fe_Tot,Mn_Tot,Fluo,CF,N_NO3,As_Tot,Cd_Tot,Cr_Tot,Hg_Tot,Pb_Tot
0,CAZEPA-11,CAZEPA-11-310722,POZO LAS AURAS,SUBTERRÁNEO,2022-07-29 00:00:00,2022,176.8,548.0,188.0,322.0,0.029,0.002,0.5,10.0,3.843,0.021,0.00130148,0.003,0.000201289,0.00154
1,CAZEPA-2,CAZEPA-2-310722,POZO SAN FERNANDO 2,SUBTERRÁNEO,2022-07-26 00:00:00,2022,168.4,378.0,152.0,247.4,0.0041,0.088,0.55,10.0,0.295,0.0085,0.00130148,0.0023,0.000201289,0.00154
2,CAZEPA-9,CAZEPA-9-310722,POZO VILLA JARDIN,SUBTERRÁNEO,2022-07-29 00:00:00,2022,204.4,564.0,238.0,400.8,0.0089,0.00021,0.53,10.0,4.296,0.022,0.00130148,0.0012,0.000201289,0.00154
3,CAZEPA-3,CAZEPA-3-310722,POZO SAN FERNANDO 3,SUBTERRÁNEO,2022-07-26 00:00:00,2022,203.4,540.0,220.0,384.4,0.051,0.003,0.47,10.0,1.748,0.016,0.00130148,0.0012,0.000201289,0.00154
4,CAZEPA-4,CAZEPA-4-310722,POZO SAN FERNANDO 4,SUBTERRÁNEO,2022-07-26 00:00:00,2022,206.8,551.0,216.0,387.8,0.015,0.049,0.52,10.0,1.058,0.013,0.00130148,0.003,0.000201289,0.00154
5,CAZEPA-7,CAZEPA-7-310722,POZO SAN FERNANDO 7,SUBTERRÁNEO,2022-07-26 00:00:00,2022,203.4,532.0,220.0,378.8,0.0044,0.00021,0.46,10.0,1.21,0.011,0.00130148,0.0012,0.000201289,0.00154
6,CAZEPA-8,CAZEPA-8-310722,POZO EL BORDO,SUBTERRÁNEO,2022-07-29 00:00:00,2022,225.4,502.0,240.0,392.8,0.907,0.042,0.34,41.0,4.118,0.0015,0.00130148,0.0023,0.000201289,0.00154
7,CAZEPA-1,CAZEPA-1-310722,POZO SAN FERNANDO 1,SUBTERRÁNEO,2022-07-27 00:00:00,2022,141.3,279.0,132.0,184.6,0.0041,0.00021,0.52,10.0,0.317,0.0074,0.00130148,0.0012,0.000201289,0.00154
8,DLAGU42,DLAGU42-210822,CALVILLO POZO NO. 1 INDEPENDENCIA,SUBTERRÁNEO,2022-08-25 00:00:00,2022,117.2,354.0,94.4,269.0,0.005,0.00021,1.04,10.0,2.732,0.0015,0.00130148,0.0012,0.000201289,0.00154
9,CAZEPA-10,CAZEPA-10-070822,POZO EL HUARACHE,SUBTERRÁNEO,2022-08-01 00:00:00,2022,200.0,519.0,230.0,378.0,0.375,0.025,0.43,10.0,3.182,0.01,0.00130148,0.0034,0.000201289,0.015
10,DLAGU3,DLAGU3-210822,PALO ALTO POZO Nº 2,SUBTERRÁNEO,2022-08-25 00:00:00,2022,202.9,514.0,128.5,396.4,0.0075,0.00021,3.06,10.0,1.591,0.0015,0.00130148,0.0012,0.000201289,0.00154
11,CAZEPA-25,CAZEPA-25-310722,POZO RAYMUNDO,SUBTERRÁNEO,2022-07-29 00:00:00,2022,170.2,372.0,162.0,242.8,0.0041,0.003,0.48,10.0,0.44,0.0079,0.00130148,0.0014,0.000201289,0.00154
12,DLAGU19,DLAGU19-210822,POZO PASO BLANCO,SUBTERRÁNEO,2022-08-18 00:00:00,2022,429.7,925.0,283.1,620.8,0.0071,0.001,1.01,10.0,1.671,0.0015,0.00130148,0.0046,0.000201289,0.00154
13,DLAGU5576,DLAGU5576-210822,POZO NUM 6 PARRAS,SUBTERRÁNEO,2022-08-18 00:00:00,2022,218.1,526.0,140.6,382.2,0.0099,0.00021,1.36,10.0,1.453,0.016,0.00130148,0.0044,0.000201289,0.00154
14,CAZEPA-5,CAZEPA-5-310722,POZO SAN FERNANDO 5,SUBTERRÁNEO,2022-07-26 00:00:00,2022,207.9,546.0,226.0,395.2,0.013,0.009,0.46,10.0,0.891,0.015,0.00130148,0.0012,0.000201289,0.00154
15,DLAGU49,DLAGU49-210822,POZO TAPIAS VIEJAS,SUBTERRÁNEO,2022-08-25 00:00:00,2022,170.3,376.0,106.4,250.4,0.0044,0.00021,1.78,10.0,1.652,0.0015,0.00130148,0.0012,0.000201289,0.00154
16,DLAGU7,DLAGU7-210822,POZO COSIO,SUBTERRÁNEO,2022-08-18 00:00:00,2022,202.9,555.0,112.4,327.4,0.0041,0.00021,1.74,10.0,1.527,0.035,0.00130148,0.002,0.000201289,0.00154
17,DLBAJ119,DLBAJ119-250922,AGUA AMARGA Y SAN PEDRO MEXICO,SUBTERRÁNEO,2022-09-08 00:00:00,2022,134.5,1186.0,239.5,682.0,0.0055,0.00021,0.5,52.0,5.445,0.0015,0.00130148,0.0047,0.000201289,0.00154
18,DLBAJ125,DLBAJ125-250922,JUAN DOMINGUEZ COTA,SUBTERRÁNEO,2022-09-08 00:00:00,2022,97.7,4934.0,940.0,3210.0,0.777,0.034,0.26,10.0,0.863,0.028,0.00130148,0.00405,0.0006,0.164
19,DLBAJ129,DLBAJ129-110922,"SP. A.P. 1, L. 9, COL. SIN.",SUBTERRÁNEO,2022-09-19 00:00:00,2022,192.8,893.0,232.7,582.4,0.021,0.00021,0.39,10.0,9.611,0.0015,0.00130148,0.0046,0.000201289,0.00154
20,DLBAJ136,DLBAJ136-250922,EL SARGENTO,SUBTERRÁNEO,2022-09-08 00:00:00,2022,125.9,514.0,51.5,281.6,0.114,0.005,0.5,10.0,0.688,0.138,0.00130148,0.006,0.000201289,0.00154
21,DLBAJ118,DLBAJ118-250922,SAN ANTONIO,SUBTERRÁNEO,2022-09-11 00:00:00,2022,329.8,1441.0,530.4,1098.3,0.25,0.018,0.55,3654.0,6.819,0.58,0.00130148,0.0012,0.000201289,0.00154
22,DLBAJ130,DLBAJ130-110922,L. 16-17 COL. LAGUNA,SUBTERRÁNEO,2022-09-13 00:00:00,2022,247.9,1073.0,136.1,701.0,0.094,0.002,0.61,10.0,2.912,0.0015,0.00130148,0.013,0.000201289,0.00154
23,DLAGU9,DLAGU9-210822,POZO EL SALITRILLO,SUBTERRÁNEO,2022-08-18 00:00:00,2022,317.9,681.0,196.8,460.8,0.0041,0.00021,1.15,31.0,1.318,0.016,0.00130148,0.0047,0.000201289,0.00154
24,DLBAJ131,DLBAJ131-110922,"L. 20, EJ. STO. DOMINGO",SUBTERRÁNEO,2022-09-13 00:00:00,2022,269.3,8467.0,2794.1,7084.0,1.308,0.026,0.55,3448.0,5.17,0.0015,0.00130148,0.0038,0.000201289,0.00154
25,DLBAJ127,DLBAJ127-250922,TIRO SANTA CRUZ,SUBTERRÁNEO,2022-09-11 00:00:00,2022,252.8,1320.0,550.2,988.3,0.012,0.00021,0.38,51.0,0.237,0.13,0.00130148,0.0012,0.000201289,0.00154
26,DLBAJ5534,DLBAJ5534-110922,POZO AP EL CENTENARIO,SUBTERRÁNEO,2022-09-08 00:00:00,2022,200.7,932.0,122.7,533.0,0.0073,0.00021,0.69,10.0,2.547,0.03,0.00130148,0.007,0.000201289,0.00154
27,DLBAJ157,DLBAJ157-110922,MULEGE 1,SUBTERRÁNEO,2022-09-21 00:00:00,2022,192.8,1419.0,365.6,948.0,0.011,0.002,0.34,10.0,10.096,0.013,0.00130148,0.0024,0.000201289,0.00154
28,DLBAJ70,DLBAJ70-180922,POZO NO. XII (ANTES A.P. XII),SUBTERRÁNEO,2022-09-23 00:00:00,2022,204.0,2202.0,745.8,1721.3,0.031,0.002,0.4,10.0,5.358,0.015,0.00130148,0.0012,0.000201289,0.00154
29,DLBAJ137M1,DLBAJ137M1-250922,POZO 51 AP,SUBTERRÁNEO,2022-09-08 00:00:00,2022,99.8,2114.0,542.2,1417.7,0.027,0.00021,0.3,10.0,11.725,0.0015,0.00130148,0.00385,0.000201289,0.00154
30,DLBAJ5536,DLBAJ5536-110922,POZO AP LA ARDILLA 2,SUBTERRÁNEO,2022-09-06 00:00:00,2022,243.0,1737.0,172.2,989.7,0.0098,0.00021,0.9,10.0,5.91,0.049,0.00130148,0.012,0.000201289,0.00154
31,DLBAJ71,DLBAJ71-180922,A.P. NO. X,SUBTERRÁNEO,2022-09-23 00:00:00,2022,157.3,1577.0,648.1,1343.7,0.04,0.00021,0.33,10.0,6.007,0.0015,0.00130148,0.0012,0.000201289,0.00154
32,DLBAJ183,DLBAJ183-110922,LAGUNEROS 2,SUBTERRÁNEO,2022-09-14 00:00:00,2022,141.8,824.0,274.2,630.4,0.19,0.00021,0.31,10.0,1.57,0.0015,0.00130148,0.037,0.000201289,0.00154
33,DLBAJ54,DLBAJ54-250922,POZO NO.VII R(ANTES A.P. VII),SUBTERRÁNEO,2022-09-09 00:00:00,2022,121.5,685.0,160.3,437.4,0.0041,0.00021,0.22,10.0,8.107,0.0015,0.00130148,0.0012,0.000201289,0.00154
34,DLBAJ5535,DLBAJ5535-110922,POZO AP LA ARDILLA 1 ,SUBTERRÁNEO,2022-09-06 00:00:00,2022,227.8,1367.0,195.9,767.0,0.0092,0.00021,0.94,10.0,5.59,0.045,0.00130148,0.01,0.000201289,0.00154
35,DLBAJ81,DLBAJ81-250922,POZO CLAVE 2,SUBTERRÁNEO,2022-09-08 00:00:00,2022,219.2,2371.0,457.1,2136.3,0.34,0.097,0.87,1860.0,1.311,0.0015,0.00130148,0.0012,0.000201289,0.00154
36,DLBAJ72,DLBAJ72-180922,POZO NO. XI (ANTES A.P. XI),SUBTERRÁNEO,2022-09-23 00:00:00,2022,131.9,1762.0,714.6,1582.7,0.125,0.00021,0.25,10.0,6.964,0.0015,0.00130148,0.0012,0.000201289,0.00154
37,DLBAJ93,DLBAJ93-021022,POZO JAVIER ARAMBURO,SUBTERRÁNEO,2022-09-27 00:00:00,2022,174.6,1210.0,234.7,805.2,0.0041,0.009,2.03,10.0,1.42,0.0015,0.00130148,0.0012,0.000201289,0.00154
44,DLCAM244,DLCAM244-301022,POZO DEL SISTEMA DE AGUA POTABLE DE ALFREDO V. BONFIL,SUBTERRÁNEO,2022-10-29 00:00:00,2022,300.4,923.0,347.7,631.0,0.0052,0.00021,0.6,15.0,7.476,0.0015,0.00130148,0.0012,0.000201289,0.00154
47,DLCAM246,DLCAM246-061122,POZO 6 DEL SISTEMA DE AGUA POTABLE DE HOPELCHEN,SUBTERRÁNEO,2022-10-31 00:00:00,2022,346.0,1293.0,374.6,755.0,0.0041,0.00021,0.34,3.0,12.336,0.0015,0.00130148,0.0034,0.000201289,0.00154
54,DLCAM245,DLCAM245-301022,POZO DEL SISTEMA DE AGUA POTABLE DE PUEBLO NUEVO,SUBTERRÁNEO,2022-10-29 00:00:00,2022,357.1,1404.0,463.0,948.0,0.049,0.002,0.33,39.0,17.239,0.0015,0.00130148,0.008,0.000201289,0.00154
58,DLCAM253,DLCAM253-061122,POZO 2 DEL SISTEMA DE AGUA POTABLE DE CALKINI,SUBTERRÁNEO,2022-10-31 00:00:00,2022,362.7,2168.0,795.4,1586.0,0.322,0.026,0.33,3.0,6.189,0.0015,0.00130148,0.009,0.000201289,0.00154
59,DLCAM248,DLCAM248-061122,POZO DEL SISTEMA DE AGUA POTABLE DE NOHALAL,SUBTERRÁNEO,2022-10-31 00:00:00,2022,319.0,1695.0,603.3,1216.0,0.03,0.00021,0.87,3.0,6.194,0.0015,0.00130148,0.006,0.000201289,0.00154
60,DLCAM233,DLCAM233-301022,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ULUMAL,SUBTERRÁNEO,2022-10-29 00:00:00,2022,329.2,1363.0,591.7,1031.0,0.068,0.004,0.36,120.0,1.906,0.0015,0.00130148,0.011,0.000201289,0.00154
65,DLCAM249,DLCAM249-061122,POZO 1 DEL SISTEMA DE AGUA POTABLE DE HECELCHAKAN,SUBTERRÁNEO,2022-10-31 00:00:00,2022,342.2,2168.0,545.6,1454.0,0.076,0.0013,0.26,3.0,6.334,0.0015,0.00130148,0.008,0.000201289,0.00154
69,DLCHI291,DLCHI291-310722,CONEJOS-MEDANOS 2,SUBTERRÁNEO,2022-07-26 00:00:00,2022,53.1,1762.0,126.0,1008.4,0.023,0.018,1.54,41.0,0.68,0.022,0.00130148,0.0012,0.000201289,0.00154
71,DLCHI296,DLCHI296-310722,VALLE DE JUAREZ 1,SUBTERRÁNEO,2022-07-25 00:00:00,2022,174.0,1651.0,392.0,1171.8,0.025,0.027,0.38,10.0,2.445,0.0015,0.00130148,0.0012,0.000201289,0.00154
72,DLCHI297,DLCHI297-310722,VALLE DE JUAREZ 2,SUBTERRÁNEO,2022-07-25 00:00:00,2022,201.1,1210.0,104.0,801.2,0.335,0.017,2.08,10.0,0.699,0.0015,0.00130148,0.0015,0.000201289,0.00154
74,DLCHI409M1,DLCHI409M1-310722,MEOQUI-DELICIAS (M-101),SUBTERRÁNEO,2022-07-28 00:00:00,2022,238.7,1858.0,1004.0,1703.0,0.037,0.005,1.67,175.0,6.822,0.051,0.00130148,0.0019,0.000201289,0.00154
75,DLCHI300,DLCHI300-310722,VALLE DE JUAREZ 3,SUBTERRÁNEO,2022-07-25 00:00:00,2022,340.1,8273.0,1880.0,5921.3,2.077,2.613,0.5,10.0,0.265,0.0015,0.00130148,0.0012,0.000201289,0.00154
76,DLCOA430,DLCOA430-180922,POZO 1 RANCHO SAN JUAN (CHAPULA),SUBTERRÁNEO,2022-09-15 00:00:00,2022,272.3,768.0,378.1,539.0,0.009,0.00021,0.76,10.0,10.539,0.0015,0.00130148,0.0012,0.000201289,0.00154
77,DLCOA456,DLCOA456-250922,POZO 1 RANCHO LA CHIRIPA,SUBTERRÁNEO,2022-09-30 00:00:00,2022,588.7,1160.0,20.0,678.3,0.0094,0.00021,2.83,10.0,0.228,0.0015,0.00130148,0.0012,0.000201289,0.00154
78,DLCOA474,DLCOA474-180922,CAÑON DEL DERRAMADERO 2,SUBTERRÁNEO,2022-09-15 00:00:00,2022,408.0,1015.0,319.9,625.8,0.184,0.063,1.49,10.0,1.132,0.0015,0.00130148,0.0012,0.000201289,0.00154
79,DLCOA455,DLCOA455-021022,PAREDON 2 - EJIDO COSME,SUBTERRÁNEO,2022-09-30 00:00:00,2022,246.6,1457.0,466.1,1006.3,0.066,0.002,0.4,379.0,38.768,0.0015,0.00130148,0.0012,0.000201289,0.00154
80,DLCOA500,DLCOA500-310722,RANCHO DR. CELESTINO VALDEZ,SUBTERRÁNEO,2022-09-30 00:00:00,2022,195.9,1592.0,650.9,1283.7,0.144,0.012,0.27,10.0,1.69,0.0015,0.00130148,0.0012,0.000201289,0.00154
81,DLCOA507,DLCOA507-250922,RANCHO ARTURO MENDES,SUBTERRÁNEO,2022-09-24 00:00:00,2022,174.6,1312.0,737.5,995.7,0.0094,0.00021,1.3,10.0,1.193,0.0015,0.00130148,0.0012,0.000201289,0.00154
82,DLCOA499,DLCOA499-250922,EL HUNDIDO 1,SUBTERRÁNEO,2022-09-24 00:00:00,2022,123.8,3495.0,1828.1,3144.7,0.01,0.00021,3.16,10.0,28.02,0.025,0.00130148,0.0012,0.000201289,0.00154
83,DLCOA506,DLCOA506-180922,RANCHO LA PILA,SUBTERRÁNEO,2022-09-15 00:00:00,2022,352.9,712.0,182.8,457.6,0.037,0.00021,1.37,10.0,2.045,0.0015,0.00130148,0.0012,0.000201289,0.00154
84,DLCOA5367,DLCOA5367-091022,POZO CANDELARIA #1.,SUBTERRÁNEO,2022-10-02 00:00:00,2022,288.3,848.0,330.3,590.4,0.056,0.004,0.49,10.0,11.747,0.0015,0.00130148,0.0012,0.000201289,0.00154
85,DLCOA5368,DLCOA5368-091022,POZO MACUYU,SUBTERRÁNEO,2022-10-05 00:00:00,2022,282.6,644.0,328.4,428.2,0.0076,0.00021,0.29,41.0,9.054,0.0015,0.00130148,0.0012,0.000201289,0.00154
86,DLCOL566,DLCOL566-280822,POZO NO. 635 A.P. EL REAL,SUBTERRÁNEO,2022-08-28 00:00:00,2022,174.7,639.0,243.8,502.8,0.078,0.037,0.22,10.0,0.032,0.0015,0.00130148,0.0012,0.000201289,0.00154
87,DLCOL618,DLCOL618-280822,POZO NO. 1394 A.P. VENUSTIANO CARRANZA,SUBTERRÁNEO,2022-08-25 00:00:00,2022,111.8,827.0,293.2,607.0,0.015,0.00021,0.13,10.0,5.919,0.0015,0.00130148,0.0012,0.000201289,0.00154
88,DLCOL572,DLCOL572-280822,"POZO NO. 618 H. ARMERIA, RINCON DE LOPEZ",SUBTERRÁNEO,2022-08-28 00:00:00,2022,218.1,736.0,339.3,572.8,0.0041,0.00021,0.23,10.0,2.002,0.0015,0.00130148,0.0012,0.000201289,0.00154
89,DLDUR5405,DLDUR5405-250922,POZO SAN FERMÍN,SUBTERRÁNEO,2022-09-20 00:00:00,2022,224.4,853.0,73.7,548.2,0.022,0.00021,1.13,10.0,4.776,0.047,0.00130148,0.0012,0.000201289,0.00154
90,DLDUR5406,DLDUR5406-180922,POZO LAS DELICIAS,SUBTERRÁNEO,2022-09-14 00:00:00,2022,209.1,746.0,20.0,447.0,0.0041,0.00021,2.59,10.0,2.345,0.129,0.00130148,0.0024,0.000201289,0.00154
91,DLDUR5403,DLDUR5403-250922,POZO BAYLON,SUBTERRÁNEO,2022-09-25 00:00:00,2022,197.9,447.0,94.5,307.6,0.0041,0.00021,1.82,10.0,0.673,0.068,0.00130148,0.0012,0.000201289,0.00154
92,DLDUR5844,DLDUR5844-070822,POZO 5 CUENCAME,SUBTERRÁNEO,2022-08-03 00:00:00,2022,495.0,631.0,210.0,431.0,0.0041,0.00021,1.08,10.0,0.981,0.067,0.00130148,0.0012,0.000201289,0.00154
93,DLDUR5845,DLDUR5845-070822,POZO CUATILLOS,SUBTERRÁNEO,2022-08-05 00:00:00,2022,202.2,2253.0,972.0,2029.2,0.02,0.0005,0.7,10.0,54.26,0.061,0.00130148,0.0017,0.000393,0.00154
94,DLDUR639,DLDUR639-091022,POZO EL TAGARETE,SUBTERRÁNEO,2022-09-22 00:00:00,2022,518.2,1104.0,64.4,710.0,0.0041,0.021,5.49,10.0,3.432,0.043,0.00130148,0.0012,0.000201289,0.00154
95,DLDUR5846,DLDUR5846-070822,POZO 20 AMIGOS,SUBTERRÁNEO,2022-08-05 00:00:00,2022,267.4,1337.0,492.0,1109.4,0.013,0.0006,1.48,122.0,18.917,0.043,0.00130148,0.0012,0.000201289,0.00154
96,DLDUR643,DLDUR643-091022,POZO LA HUERTA,SUBTERRÁNEO,2022-09-22 00:00:00,2022,222.4,507.0,35.3,332.4,0.0061,0.001,1.78,10.0,2.141,0.045,0.00130148,0.0021,0.000201289,0.00154
97,DLDUR644,DLDUR644-091022,POZO LAS TURBINAS,SUBTERRÁNEO,2022-09-22 00:00:00,2022,212.2,441.0,29.1,294.8,0.0041,0.00021,0.6,10.0,2.312,0.015,0.00130148,0.0012,0.000201289,0.00154
98,DLDUR650,DLDUR650-091022,POZO 2 LOS HERRERA,SUBTERRÁNEO,2022-09-22 00:00:00,2022,144.8,336.0,35.3,223.4,0.00505,0.00021,1.35,10.0,0.917,0.079,0.00130148,0.0012,0.000201289,0.00154
99,DLDUR690,DLDUR690-021022,POZO YERBANIS,SUBTERRÁNEO,2022-09-27 00:00:00,2022,253.8,598.0,203.6,386.6,0.01,0.003,1.7,10.0,2.845,0.358,0.00130148,0.0012,0.000201289,0.00154
100,DLDUR696,DLDUR696-070822,POZO 2 VELARDEÑA,SUBTERRÁNEO,2022-08-05 00:00:00,2022,286.2,1141.0,380.0,888.6,0.161,0.002,1.36,10.0,8.882,0.09,0.00130148,0.0012,0.000201289,0.00154
101,DLDUR647,DLDUR647-091022,POZO LA ESTANCIA,SUBTERRÁNEO,2022-09-22 00:00:00,2022,422.3,858.0,66.5,572.0,0.012,0.00021,2.83,10.0,3.86,0.096,0.00130148,0.0012,0.000201289,0.00154
102,DLDUR637,DLDUR637-091022,POZO COLINAS,SUBTERRÁNEO,2022-09-22 00:00:00,2022,308.0,813.0,39.5,501.4,0.0041,0.00021,7.75,10.0,0.103,0.019,0.00130148,0.0012,0.000201289,0.00154
103,DLDUR725,DLDUR725-091022,POZO LAZARO CARDENAS,SUBTERRÁNEO,2022-09-21 00:00:00,2022,160.1,391.0,20.0,333.3,0.021,0.017,12.48,10.0,0.184,0.146,0.00130148,0.0012,0.000201289,0.00154
104,DLDUR698,DLDUR698-070822,POZO 2 CUENCAME,SUBTERRÁNEO,2022-08-03 00:00:00,2022,267.4,1273.0,370.0,946.8,0.024,0.002,1.07,10.0,6.008,0.056,0.00130148,0.0012,0.000201289,0.00154
106,DLDUR780M1,DLDUR780M1-091022,POZO CIÉNEGA ESCOBAR,SUBTERRÁNEO,2022-09-22 00:00:00,2022,213.2,778.0,319.9,520.4,0.033,0.003,0.39,135.0,3.216,0.0015,0.00130148,0.0012,0.000201289,0.00154
107,DLDUR782,DLDUR782-021022,POZO MIGUEL NEGRETE,SUBTERRÁNEO,2022-09-23 00:00:00,2022,182.7,479.0,189.0,359.2,0.011,0.003,0.54,10.0,9.764,0.0015,0.00130148,0.0012,0.000201289,0.00154
108,DLDUR695,DLDUR695-070822,POZO 1 PEDRICEÑA,SUBTERRÁNEO,2022-08-05 00:00:00,2022,259.7,1388.0,500.0,1133.4,0.015,0.00021,1.21,218.0,14.917,0.046,0.00130148,0.0012,0.000201289,0.00154
109,DLDUR697,DLDUR697-070822,POZO VISTA HERMOSA,SUBTERRÁNEO,2022-08-05 00:00:00,2022,148.1,1772.0,628.0,1445.6,0.025,0.006,1.19,20.0,25.315,0.05,0.00130148,0.0012,0.000201289,0.00154
110,DLDUR772,DLDUR772-021022,POZO MELCHOR OCAMPO,SUBTERRÁNEO,2022-09-23 00:00:00,2022,161.4,309.0,110.1,251.4,0.0099,0.00021,0.9,10.0,1.782,0.017,0.00130148,0.0012,0.000201289,0.00154
111,DLDUR728,DLDUR728-091022,POZO DIECISEIS DE SEPTIEMBRE,SUBTERRÁNEO,2022-09-21 00:00:00,2022,242.8,649.0,20.0,508.3,1.053,0.043,25.93,10.0,0.112,0.291,0.00130148,0.0012,0.000201289,0.00154
112,DLDUR777,DLDUR777-021022,POZO FUENTE DEL LLANO,SUBTERRÁNEO,2022-09-28 00:00:00,2022,274.1,608.0,66.5,425.4,0.013,0.007,3.53,10.0,1.866,0.071,0.00130148,0.0012,0.000201289,0.00154
113,DLDUR729,DLDUR729-091022,POZO COL. 20 DE NOV.,SUBTERRÁNEO,2022-09-21 00:00:00,2022,193.8,491.0,184.9,382.0,0.018,0.001,3.95,10.0,3.002,0.049,0.00130148,0.0012,0.000201289,0.00154
114,DLDUR757,DLDUR757-091022,POZO J. GPE. AGUILERA,SUBTERRÁNEO,2022-09-28 00:00:00,2022,165.4,368.0,135.0,256.4,0.018,0.018,0.28,10.0,0.706,0.0015,0.00130148,0.0012,0.000201289,0.00154
115,DLDUR785,DLDUR785-091022,LAS MARGARITAS - DURANGO,SUBTERRÁNEO,2022-09-23 00:00:00,2022,170.5,331.0,110.1,222.6,0.0083,0.00021,0.36,10.0,0.595,0.015,0.00130148,0.0012,0.000201289,0.00154
116,DLDUR837,DLDUR837-250922,POZO VILLA HIDALGO,SUBTERRÁNEO,2022-09-20 00:00:00,2022,378.4,1397.0,594.1,1025.7,0.058,0.013,0.78,10.0,29.097,0.019,0.00130148,0.0012,0.000201289,0.00154
117,DLDUR849,DLDUR849-250922,POZO LAS NIEVES,SUBTERRÁNEO,2022-09-20 00:00:00,2022,227.5,535.0,157.9,359.0,0.025,0.00021,1.25,10.0,2.652,0.012,0.00130148,0.0012,0.000201289,0.00154
118,DLDUR791,DLDUR791-021022,POZO CIENEGUILLA,SUBTERRÁNEO,2022-09-27 00:00:00,2022,190.8,491.0,162.0,330.2,0.0041,0.00021,1.3,10.0,6.743,0.013,0.00130148,0.0012,0.000201289,0.00154
121,DLDUR836,DLDUR836-250922,POZO EJ. REVOLUCION,SUBTERRÁNEO,2022-09-20 00:00:00,2022,192.8,368.0,164.1,257.0,0.04,0.00021,0.39,10.0,0.55,0.017,0.00130148,0.0012,0.000201289,0.00154
122,DLDUR823,DLDUR823-180922,POZO VILLA UNION,SUBTERRÁNEO,2022-09-16 00:00:00,2022,300.9,634.0,315.8,384.4,0.016,0.00021,0.66,10.0,4.156,0.0015,0.00130148,0.0012,0.000201289,0.00154
