,CLAVE SITIO,CLAVE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,AÑO,Alc_Tot,Cond_elec,Dur_Tot,SDT,Fe_Tot,Mn_Tot,Fluo,CF,N_NO3,As_Tot,Cd_Tot,Cr_Tot,Hg_Tot,Pb_Tot
125,DLEST6551,DLEST6551-070822,POZO TEPOXTEPEC,SUBTERRÁNEO,2022-08-04 00:00:00,2022,237.5,258.0,83.1,216.0,0.022,0.007,0.32,3.0,0.152,0.035,0.00130148,0.014,0.0005,0.005
131,DLGUA1034M1,DLGUA1034M1-110922,COL. RANCHO NUEVO,SUBTERRÁNEO,2022-09-09 00:00:00,2022,253.9,871.0,164.3,560.0,0.199,0.018,0.81,120.0,3.435,0.141,0.00130148,0.0012,0.000201289,0.00154
132,DLGUA1035M1,DLGUA1035M1-110922,RANCHO NUEVO,SUBTERRÁNEO,2022-09-09 00:00:00,2022,468.7,1456.0,350.3,919.8,0.0044,0.00021,0.92,10.0,1.593,0.0015,0.00130148,0.0012,0.000201289,0.00154
133,DLGUA5958,DLGUA5958-250922,"POZO EL GUADALUPANO, APASEO EL GRANDE",SUBTERRÁNEO,2022-09-23 00:00:00,2022,268.0,812.0,139.2,550.0,0.0041,0.00021,1.72,10.0,3.287,0.051,0.00130148,0.0012,0.000201289,0.00154
134,DLGUA6012,DLGUA6012-250922,"POZO COL. LINDAVISTA, DOLORES HIDALGO C.I.N.",SUBTERRÁNEO,2022-09-23 00:00:00,2022,131.9,292.0,153.7,271.0,0.0041,0.00021,0.44,10.0,0.839,0.00895,0.00130148,0.0012,0.000201289,0.00154
135,DLGUA5959,DLGUA5959-250922,"POZO NO. 2, APASEO EL ALTO",SUBTERRÁNEO,2022-09-24 00:00:00,2022,194.9,437.0,108.0,312.0,0.0041,0.00021,0.51,10.0,4.905,0.0015,0.00130148,0.0038,0.000201289,0.00154
136,DLGUA6011,DLGUA6011-250922,"POZO EJIDO DOLORES, DOLORES HIDALGO, C.I.N.",SUBTERRÁNEO,2022-09-23 00:00:00,2022,150.2,327.0,78.9,297.2,0.0041,0.00021,0.89,10.0,1.13,0.016,0.00130148,0.0024,0.000201289,0.00154
137,DLGUA6052,DLGUA6052-250922,MUNICIPIO DE DOLORES HIDALGO (COL. RIO LAJA ),SUBTERRÁNEO,2022-09-23 00:00:00,2022,164.4,343.0,85.2,300.4,0.0041,0.00021,1.0,10.0,1.558,0.0015,0.00130148,0.0012,0.000201289,0.00154
138,DLGUA6014,DLGUA6014-250922,"POZO NO. 8 SAN PABLO, DOLORES HIDALGO,C.I.N.",SUBTERRÁNEO,2022-09-23 00:00:00,2022,151.2,322.0,112.2,297.0,0.0041,0.00021,0.47,10.0,1.432,0.0015,0.00130148,0.0012,0.000201289,0.00154
139,DLGUE1248,DLGUE1248-310722,GALON SOBERON,SUBTERRÁNEO,2022-07-25 00:00:00,2022,169.1,989.0,246.2,411.0,0.1,0.007,0.58,40.0,0.031,0.0015,0.00130148,0.014,0.000201289,0.00154
140,DLGUE1337,DLGUE1337-070822,POZO ZIHUATANEJO TERMINAL DE AUTOBUSES,SUBTERRÁNEO,2022-08-03 00:00:00,2022,325.0,792.0,395.8,574.0,0.113,0.088,0.0364,30.0,5.967,0.0015,0.00130148,0.017,0.000201289,0.00154
141,DLGUE1338,DLGUE1338-070822,IXTAPA 1,SUBTERRÁNEO,2022-08-03 00:00:00,2022,365.0,1043.0,436.7,702.0,0.067,0.0006,0.0364,30.0,4.141,0.0015,0.00130148,0.009,0.000201289,0.00154
142,DLGUE1353,DLGUE1353-310722,POZO GENARO GALEANA,SUBTERRÁNEO,2022-07-25 00:00:00,2022,255.6,668.0,329.5,518.0,0.098,0.332,0.59,30.0,0.11,0.0015,0.00130148,0.01,0.000283,0.00154
151,DLMIC1593,DLMIC1593-280822,BRISEÑAS YURECUARO 2,SUBTERRÁNEO,2022-08-25 00:00:00,2022,750.8,2383.0,44.2,1372.0,0.018,0.021,0.76,41.0,0.033,0.0015,0.00130148,0.0012,0.000201289,0.00154
152,DLMIC1613,DLMIC1613-210822,LAURELES (POZO CD. DEL SOL II),SUBTERRÁNEO,2022-08-19 00:00:00,2022,200.7,837.0,30.1,507.0,0.021,0.041,14.8,10.0,0.162,0.031,0.00130148,0.0012,0.000201289,0.00154
153,DLMIC1603,DLMIC1603-280822,SAPAZ 1,SUBTERRÁNEO,2022-10-07 00:00:00,2022,200.8,467.0,99.3,275.4,0.03,0.113,0.29,10.0,0.06,0.0015,0.00130148,0.0012,0.000201289,0.00154
154,DLMIC1633,DLMIC1633-280822,ORGANISMO OPERADOR TINGUINDIN,SUBTERRÁNEO,2022-10-06 00:00:00,2022,67.3,209.0,84.6,219.2,0.0041,0.00021,0.09,10.0,8.775,0.0015,0.00130148,0.0012,0.000201289,0.00154
155,DLMIC1726,DLMIC1726-070822,POZO VILLA MAGNA 3,SUBTERRÁNEO,2022-08-02 00:00:00,2022,126.0,248.0,60.0,181.0,0.0041,0.012,0.22,10.0,0.496,0.0015,0.00130148,0.0016,0.000201289,0.00154
156,DLMIC1728,DLMIC1728-310722,POZO COMAPAT,SUBTERRÁNEO,2022-07-29 00:00:00,2022,174.6,354.0,130.0,269.0,0.0084,0.00021,0.24,10.0,1.142,0.0015,0.00130148,0.003,0.000201289,0.00154
157,DLMIC1758M1,DLMIC1758M1-310722,POZO INDEPENDENCIA,SUBTERRÁNEO,2022-07-29 00:00:00,2022,88.4,209.0,50.0,187.4,0.0041,0.00021,0.48,10.0,0.81,0.0064,0.00130148,0.0012,0.000201289,0.00154
158,DLMIC5348,DLMIC5348-310722,POZO SAN AGUSTIN DEL PULQUE,SUBTERRÁNEO,2022-07-29 00:00:00,2022,625.4,2077.0,270.0,1398.6,0.0088,0.527,1.2,10.0,6.343,0.078,0.00130148,0.0012,0.000201289,0.00154
159,DLMIC5349,DLMIC5349-140822,POZO HUECORIO,SUBTERRÁNEO,2022-08-12 00:00:00,2022,86.2,341.0,122.0,249.0,0.013,0.00021,0.13,10.0,7.332,0.0015,0.00130148,0.0012,0.000201289,0.00154
160,DLMIC6153,DLMIC6153-070822,POZO EL SALITRE,SUBTERRÁNEO,2022-08-03 00:00:00,2022,246.4,1423.0,94.0,850.3,0.076,0.041,5.89,10.0,1.303,0.055,0.00130148,0.0016,0.000201289,0.00154
161,DLNAY1851,DLNAY1851-110922,POZO PRIETO CRISPIN,SUBTERRÁNEO,2022-09-09 00:00:00,2022,123.7,630.0,104.9,411.6,0.0041,0.00021,0.23,2247.0,0.824,0.0015,0.00130148,0.0012,0.000201289,0.00154
162,DLNAY1876,DLNAY1876-040922,POZO 18 DE MARZO,SUBTERRÁNEO,2022-09-29 00:00:00,2022,123.8,473.0,105.9,297.0,0.106,0.016,0.13,10.0,0.602,0.0015,0.00130148,0.0012,0.000201289,0.00154
163,DLPUE1990,DLPUE1990-140822,MORATILLA 4,SUBTERRÁNEO,2022-08-10 00:00:00,2022,224.2,818.0,337.4,544.0,0.802,0.008,0.0364,30.0,2.29,0.0017,0.00130148,0.01,0.000201289,0.00154
164,DLPUE2020,DLPUE2020-110922,XOXTLA 1,SUBTERRÁNEO,2022-09-09 00:00:00,2022,205.0,959.0,341.0,700.0,0.124,0.007,0.0364,30.0,3.981,0.0015,0.00130148,0.239,0.000201289,0.00154
166,DLPUE2078,DLPUE2078-210822,MPIO. CUAYUCATEPEC,SUBTERRÁNEO,2022-08-18 00:00:00,2022,480.0,1920.0,673.4,1268.0,0.109,0.00073,0.0364,30.0,4.73,0.008,0.00130148,0.02,0.000201289,0.00237
167,DLPUE2079,DLPUE2079-210822,MUNICIPAL S.J. TEPETEOPAN,SUBTERRÁNEO,2022-08-18 00:00:00,2022,305.0,1265.0,367.1,726.0,0.077,0.00079,0.0364,30.0,3.996,0.013,0.00130148,0.011,0.000201289,0.00154
168,DLPUE2082,DLPUE2082-210822,MUNICIPAL SAN JOSE MIAHUATLAN,SUBTERRÁNEO,2022-08-18 00:00:00,2022,462.0,2614.0,599.7,1660.0,0.128,0.00136,0.0364,30.0,8.739,0.012,0.00130148,0.012,0.000201289,0.00154
169,DLPUE2080,DLPUE2080-210822,OOAP DE TEHUACAN AEROPUERTO 3,SUBTERRÁNEO,2022-08-18 00:00:00,2022,365.0,1331.0,470.5,776.0,0.231,0.003,0.0364,30.0,1.46,0.007,0.00130148,0.021,0.000201289,0.00154
170,DLQUE2092,DLQUE2092-040922,"SAN PEDRO MARTIR, 1870 III",SUBTERRÁNEO,2022-08-31 00:00:00,2022,210.5,580.0,154.4,381.0,0.0058,0.00021,0.55,10.0,5.011,0.0015,0.00130148,0.0012,0.000201289,0.00154
185,DLSAN2285M1,DLSAN2285M1-280822,POZO VANEGAS,SUBTERRÁNEO,2022-09-27 00:00:00,2022,105.0,1141.0,421.0,937.0,0.113,0.005,0.85,3.0,2.706,0.007862,0.00130148,0.003932,0.000201289,0.002539
189,DLSAN2295,DLSAN2295-280822,SANTO DOMINGO,SUBTERRÁNEO,2022-10-03 00:00:00,2022,188.0,521.0,51.0,332.0,0.042,0.008,2.84,3.0,1.75,0.022,0.00130148,0.001288,0.000323,0.002556
190,DLSAN2298,DLSAN2298-280822,POZO NO. 504 (CNA-12-504),SUBTERRÁNEO,2022-10-03 00:00:00,2022,157.0,435.0,52.0,318.0,0.172,0.005,2.81,3.0,1.215,0.00745,0.00130148,0.0012,0.000201289,0.004297
191,DLSAN2281,DLSAN2281-280822,EL SALITRAL,SUBTERRÁNEO,2022-09-28 00:00:00,2022,240.0,751.0,50.0,493.0,0.062,0.005,3.23,43.0,2.193,0.121,0.00130148,0.002223,0.000201289,0.002457
192,DLSAN2321,DLSAN2321-280822,LAS COLONIAS,SUBTERRÁNEO,2022-09-26 00:00:00,2022,211.0,710.0,124.0,504.0,0.062,0.003,0.84,1100.0,3.597,0.0015,0.00130148,0.004303,0.000201289,0.002268
193,DLSAN2322,DLSAN2322-280822,CABECERA MUNICIPAL,SUBTERRÁNEO,2022-09-26 00:00:00,2022,278.0,8990.0,1359.0,5728.0,0.052,0.002,0.99,3.0,3.796,0.007911,0.00130148,0.003099,0.000201289,0.00154
194,DLSAN2323,DLSAN2323-280822,POZO NO. 1 VENADO (NO. 598),SUBTERRÁNEO,2022-09-27 00:00:00,2022,211.0,451.0,206.0,257.0,0.044,0.002,0.0364,9.0,1.981,0.0015,0.00130148,0.0012,0.000201289,0.00154
195,DLSAN2327,DLSAN2327-280822,POZO BOCAS (NO. 35),SUBTERRÁNEO,2022-09-26 00:00:00,2022,320.0,1276.0,335.0,822.0,0.079,0.002,0.56,3.0,3.975,0.0015,0.00130148,0.00142,0.000201289,0.002671
196,DLSAN2330,DLSAN2330-040922,EL REFUGIO CNA - 22,SUBTERRÁNEO,2022-10-05 00:00:00,2022,187.0,763.0,319.0,562.0,0.091,0.005,0.48,3.0,2.383,0.012,0.00130148,0.001469,0.001,0.002009
197,DLSAN5383,DLSAN5383-040922,GRANJAS LA FLORIDA CNA-11-394,SUBTERRÁNEO,2022-09-20 00:00:00,2022,110.0,477.0,128.0,345.0,0.065,0.006,0.78,3.0,5.833,0.0015,0.00130148,0.0012,0.000201289,0.002944
198,DLSAN5385,DLSAN5385-040922,LA ZORRA CNA-11-274,SUBTERRÁNEO,2022-09-21 00:00:00,2022,105.0,309.0,86.0,197.0,0.058,0.006,0.56,3.0,6.769,0.004538,0.00130148,0.00139,0.000201289,0.002696
199,DLSAN5386,DLSAN5386-040922,FRACC. LA FLORIDA CNA-11-299,SUBTERRÁNEO,2022-09-22 00:00:00,2022,114.0,304.0,60.0,208.0,0.054,0.005,1.13,3.0,0.889,0.009798,0.00130148,0.0012,0.000201289,0.002802
200,DLTAB2541,DLTAB2541-140822,HUASTECA,SUBTERRÁNEO,2022-08-08 00:00:00,2022,232.1,1188.0,168.0,606.6,0.218,0.072,0.27,10.0,0.047,0.0015,0.00130148,0.0012,0.000201289,0.00154
201,DLTLA2575,DLTLA2575-110922,ESPIRITU SANTO,SUBTERRÁNEO,2022-09-06 00:00:00,2022,365.0,1092.0,468.6,753.0,0.099,0.018,0.044,30.0,6.663,0.0034,0.00130148,0.0048,0.000201289,0.00154
202,DLTLA6380,DLTLA6380-110922,POZO 6 IXTACUIXTLA. SAN MIGUEL LA PRESA,SUBTERRÁNEO,2022-09-08 00:00:00,2022,163.0,523.0,200.4,382.0,0.124,0.00092,0.063,30.0,0.744,0.0015,0.00130148,0.014,0.000201289,0.00154
203,DLTLA6435,DLTLA6435-310722,POZO SAN VICENTE XILOXOXITLA,SUBTERRÁNEO,2022-07-28 00:00:00,2022,314.0,901.0,350.0,605.0,0.063,0.00086,0.32,30.0,1.973,0.0015,0.00130148,0.012,0.000201289,0.00188
204,DLZAC2622,DLZAC2622-210822,POZO NO 2 EL LAMPOTAL,SUBTERRÁNEO,2022-08-15 00:00:00,2022,191.2,502.0,184.7,403.8,0.106,0.002,0.49,20.0,2.136,0.011,0.00130148,0.006,0.000201289,0.00154
205,DLZAC2589M1,DLZAC2589M1-140822,VILLA DE COS,SUBTERRÁNEO,2022-08-10 00:00:00,2022,211.1,2710.0,832.0,2340.8,0.013,0.007,1.51,31.0,11.17,0.0015,0.00130148,0.005,0.000201289,0.00154
206,DLZAC2599,DLZAC2599-210822,OJOCALIENTE,SUBTERRÁNEO,2022-08-19 00:00:00,2022,176.9,471.0,134.5,293.6,0.019,0.00021,4.17,10.0,3.431,0.091,0.00130148,0.0012,0.000201289,0.00154
207,DLZAC2623M1,DLZAC2623M1-210822,SAUCEDA DE LA BORDA,SUBTERRÁNEO,2022-08-15 00:00:00,2022,205.5,450.0,190.8,318.0,0.0087,0.00021,0.44,10.0,1.71,0.013,0.00130148,0.006,0.000201289,0.00154
208,DLTLA5343,DLTLA5343-110922,GPE. VICTORIA,SUBTERRÁNEO,2022-09-05 00:00:00,2022,250.0,140.0,297.2,560.0,0.23,0.004,0.0364,30.0,19.493,0.0015,0.00130148,0.01,0.000201289,0.00154
209,DLZAC2608,DLZAC2608-210822,POZO NO.7 JEREZ,SUBTERRÁNEO,2022-08-15 00:00:00,2022,159.1,355.0,88.4,313.0,0.0041,0.00021,2.04,10.0,1.207,0.011,0.00130148,0.0012,0.000201289,0.00154
210,DLZAC2643,DLZAC2643-140822,CONCEPCION DEL ORO,SUBTERRÁNEO,2022-08-09 00:00:00,2022,215.5,685.0,340.0,550.4,0.0079,0.00021,0.31,10.0,3.071,0.051,0.00130148,0.0012,0.000201289,0.00154
211,DLZAC2644,DLZAC2644-140822,EL SALVADOR 2 (EL SALVADOR SAL008),SUBTERRÁNEO,2022-08-08 00:00:00,2022,353.6,3820.0,714.0,2705.6,0.067,0.001,1.22,31.0,4.173,0.102,0.00130148,0.0012,0.000201289,0.00154
212,DLZAC2632,DLZAC2632-210822,TRANCOSO,SUBTERRÁNEO,2022-08-19 00:00:00,2022,159.5,424.0,134.5,282.2,0.0089,0.0008,1.02,10.0,4.005,0.02,0.00130148,0.0026,0.000201289,0.00154
213,DLZAC2655,DLZAC2655-140822,CAMACHO 1 (SAN MARCOS),SUBTERRÁNEO,2022-08-11 00:00:00,2022,369.1,2125.0,164.0,1438.4,0.013,0.002,5.99,97.0,3.559,0.212,0.00130148,0.0012,0.000201289,0.00154
214,DLZAC2641,DLZAC2641-140822,MELCHOR OCAMPO,SUBTERRÁNEO,2022-08-08 00:00:00,2022,236.5,2123.0,972.0,1899.6,0.576,0.013,0.61,10.0,4.492,0.0073,0.00130148,0.0024,0.000201289,0.00154
215,DLZAC2654,DLZAC2654-140822,CAMACHO 2 (ESTACION OPAL CNA 006),SUBTERRÁNEO,2022-08-11 00:00:00,2022,274.0,1704.0,366.0,1255.0,0.0094,0.00021,2.14,31.0,1.476,0.02,0.00130148,0.0012,0.000201289,0.00154
216,DLZAC2630,DLZAC2630-210822,BAÑUELOS,SUBTERRÁNEO,2022-08-15 00:00:00,2022,187.8,386.0,144.6,295.6,0.0041,0.00021,1.15,10.0,1.318,0.019,0.00130148,0.0012,0.000201289,0.00154
217,DLZAC2652M1,DLZAC2652M1-140822,LA JOYA,SUBTERRÁNEO,2022-08-12 00:00:00,2022,201.1,515.0,156.0,368.6,0.03,0.001,0.63,10.0,2.014,0.015,0.00130148,0.012,0.000201289,0.00154
219,DLZAC2661,DLZAC2661-140822,CAÑITAS DE FELIPE PESCADOR,SUBTERRÁNEO,2022-08-12 00:00:00,2022,260.8,894.0,130.0,652.6,0.0041,0.013,2.84,10.0,5.979,0.021,0.00130148,0.0012,0.000201289,0.00154
220,DLZAC2663,DLZAC2663-140822,POZOS DE CARRILLO,SUBTERRÁNEO,2022-08-12 00:00:00,2022,184.5,450.0,140.0,334.2,0.0055,0.002,1.31,10.0,1.356,0.018,0.00130148,0.0012,0.000201289,0.00154
221,DLZAC5393,DLZAC5393-210822,APULCO,SUBTERRÁNEO,2022-08-22 00:00:00,2022,125.9,354.0,150.6,251.6,0.021,0.001,4.62,63.0,0.32,0.0015,0.00130148,0.0012,0.000201289,0.00154
222,DLZAC2645,DLZAC2645-140822,EL SALVADOR 1 (TANQUE NUEVO SAL003),SUBTERRÁNEO,2022-08-08 00:00:00,2022,214.4,1738.0,750.0,1457.4,0.093,0.002,0.74,10.0,7.914,0.0015,0.00130148,0.0012,0.000201289,0.00154
223,DLZAC2673,DLZAC2673-140822,GENERAL FRANCISCO R MURGUIA,SUBTERRÁNEO,2022-08-11 00:00:00,2022,270.7,791.0,82.0,554.4,0.0041,0.00021,1.24,10.0,4.871,0.099,0.00130148,0.0012,0.000201289,0.00154
224,DLZAC2660,DLZAC2660-140822,GUADALUPE DE LAS CORRIENTES,SUBTERRÁNEO,2022-08-12 00:00:00,2022,196.7,1044.0,190.0,795.2,0.0041,0.00021,3.17,10.0,7.006,0.021,0.00130148,0.0033,0.000201289,0.00154
225,DLZAC5394,DLZAC5394-210822,NOCHISTLAN,SUBTERRÁNEO,2022-08-22 00:00:00,2022,120.4,436.0,102.4,226.6,0.0041,0.00021,4.65,10.0,0.492,0.0015,0.00130148,0.0012,0.000201289,0.00154
226,DLZAC2659,DLZAC2659-140822,ESTANCIA LA COLORADA,SUBTERRÁNEO,2022-08-12 00:00:00,2022,831.0,2262.0,20.0,1590.2,0.152,0.006,23.84,10.0,20.527,0.458,0.00130148,0.0012,0.000201289,0.00154
227,DLZAC2675,DLZAC2675-140822,EL CARDITO 2 (BANDERITAS),SUBTERRÁNEO,2022-08-10 00:00:00,2022,89.5,3955.0,1252.0,3825.0,0.047,0.00021,1.33,10.0,55.807,0.0015,0.00130148,0.0012,0.000201289,0.00154
228,DLZAC5395,DLZAC5395-210822,LUIS MOYA,SUBTERRÁNEO,2022-08-19 00:00:00,2022,158.4,382.0,74.3,256.0,0.0041,0.00021,2.93,10.0,2.284,0.047,0.00130148,0.0012,0.000201289,0.00154
229,DLZAC5396,DLZAC5396-210822,HUANUSCO,SUBTERRÁNEO,2022-09-21 00:00:00,2022,220.3,471.0,43.6,400.0,0.067,0.002,6.42,10.0,1.027,0.024,0.00130148,0.0012,0.000201289,0.00154
230,DLZAC2681,DLZAC2681-140822,CHUPADEROS,SUBTERRÁNEO,2022-08-10 00:00:00,2022,228.7,1007.0,174.0,688.2,0.234,0.003,1.2,10.0,2.614,0.019,0.00130148,0.021,0.000201289,0.00154
231,DLZAC6536,DLZAC6536-140822,POZO MESAS,SUBTERRÁNEO,2022-08-09 00:00:00,2022,237.6,1176.0,200.0,805.8,0.458,0.013,1.23,10.0,0.059,0.0095,0.00130148,0.0012,0.000201289,0.00154
232,MET-016,MET-016-140822,BANAMICHI POZO,SUBTERRÁNEO,2022-08-09 00:00:00,2022,226.5,699.0,284.0,458.2,0.0054,0.00021,0.52,10.0,1.566,0.0099,0.00130148,0.0012,0.000201289,0.00154
233,DLZAC2680M1,DLZAC2680M1-140822,CARCAMO DE BOMBEO,SUBTERRÁNEO,2022-08-11 00:00:00,2022,212.2,574.0,134.0,392.8,0.0073,0.00021,1.65,10.0,2.135,0.025,0.00130148,0.0012,0.0008,0.00154
234,GRANJAS DE SAN PEDRO,GRANJAS DE SAN PEDRO-040922,GRANJAS DE SAN PEDRO,SUBTERRÁNEO,2022-09-22 00:00:00,2022,154.0,453.0,90.0,316.0,0.063,0.005,0.76,3.0,1.598,0.00796,0.00130148,0.002616,0.000201289,0.001746
235,MET-001,MET-001-310722,BACANUCHI POZO,SUBTERRÁNEO,2022-07-25 00:00:00,2022,250.9,1068.0,514.0,839.2,0.0048,0.00021,0.22,10.0,1.738,0.0015,0.00130148,0.0012,0.000201289,0.00154
236,DLZAC6537,DLZAC6537-140822,POZO CERRO GORDO,SUBTERRÁNEO,2022-08-09 00:00:00,2022,209.9,597.0,294.0,479.2,0.0085,0.00021,0.53,249.0,2.941,0.02,0.00130148,0.0012,0.000201289,0.00154
237,MET-021,MET-021-140822,RANCHITO DE HUEPAC POZO,SUBTERRÁNEO,2022-08-10 00:00:00,2022,307.2,1046.0,380.0,753.4,0.0041,0.00021,0.44,20.0,4.732,0.0015,0.00130148,0.0012,0.000201289,0.00154
238,DOMICILIARIA MAZACAHUI,DOMICILIARIA MAZACAHUI-210822,DOMICILIARIA MAZACAHUI,SUBTERRÁNEO,2022-10-04 00:00:00,2022,374.5,2469.0,959.7,1924.3,0.0041,0.00021,0.68,10.0,37.906,0.0015,0.00130148,0.0012,0.000201289,0.00154
239,MET-031,MET-031-210822,PUERTA DEL SOL POZO,SUBTERRÁNEO,2022-08-18 00:00:00,2022,176.9,569.0,192.8,374.8,0.037,0.0008,0.64,146.0,1.265,0.0015,0.00130148,0.0012,0.000201289,0.00154
240,MET-034,MET-034-210822,SAN PEDRO DE URES POZO,SUBTERRÁNEO,2022-08-18 00:00:00,2022,222.4,788.0,307.2,535.2,0.0041,0.00021,0.51,10.0,3.586,0.0015,0.00130148,0.0012,0.000201289,0.00154
241,MET-012,MET-012-310722,BAMORI POZO NUEVO,SUBTERRÁNEO,2022-07-26 00:00:00,2022,207.9,879.0,210.0,439.2,0.0052,0.00021,0.5,10.0,2.83,0.0015,0.00130148,0.0012,0.000201289,0.00154
242,MET-010,MET-010-310722,ARIZPE POZO 3,SUBTERRÁNEO,2022-07-26 00:00:00,2022,213.6,835.0,380.0,618.2,0.234,0.003,0.32,10.0,1.12,0.0015,0.00130148,0.008,0.000201289,0.00154
243,MET-027,MET-027-140822,SAN JOSÉ DE BAVIACORA POZO ,SUBTERRÁNEO,2022-10-03 00:00:00,2022,329.9,1150.0,468.1,807.7,0.0041,0.00021,0.45,10.0,5.054,0.013,0.00130148,0.0012,0.000201289,0.00154
244,MET-013,MET-013-310722,SINOQUIPE POZO,SUBTERRÁNEO,2022-08-09 00:00:00,2022,208.8,601.0,254.0,353.0,0.006,0.00021,0.32,41.0,2.091,0.0015,0.00130148,0.0012,0.000201289,0.00154
245,MET-078,MET-078-210822,LA LABOR POZO,SUBTERRÁNEO,2022-10-04 00:00:00,2022,313.6,1317.0,515.2,997.7,0.0041,0.036,0.83,10.0,5.851,0.0015,0.00130148,0.0012,0.000201289,0.00154
246,MET-080,MET-080-210822,EL MOLINOTE POZO,SUBTERRÁNEO,2022-08-16 00:00:00,2022,156.9,569.0,146.6,346.4,0.021,0.00021,1.69,10.0,0.607,0.0015,0.00130148,0.0012,0.000201289,0.00154
247,MET-081,MET-081-070822,LA CAPILLA POZO,SUBTERRÁNEO,2022-08-16 00:00:00,2022,356.9,1296.0,496.0,436.2,0.006,0.00021,0.65,10.0,4.588,0.0015,0.00130148,0.0012,0.000201289,0.00154
248,MET-025,MET-025-140822,LA ESTANCIA POZO,SUBTERRÁNEO,2022-08-11 00:00:00,2022,279.6,1080.0,380.0,764.4,0.0053,0.00021,0.47,10.0,6.256,0.0093,0.00130148,0.0012,0.000201289,0.00154
249,MET-037,MET-037-210822,SANTIAGO DE URES POZO,SUBTERRÁNEO,2022-08-18 00:00:00,2022,301.6,1227.0,447.8,875.4,0.024,0.00021,0.63,10.0,7.838,0.0015,0.00130148,0.0012,0.000201289,0.00154
250,MET-085,MET-085-140822,BAVIÁCORA POZO 3,SUBTERRÁNEO,2022-10-03 00:00:00,2022,332.9,1233.0,511.3,923.0,0.0041,0.00021,0.46,10.0,4.074,0.011,0.00130148,0.0012,0.000201289,0.00154
