,CLAVE SITIO,CLAVE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,AÑO,SST,CF,E_COLI,OD%,DBO5,DQO,TOX_D48,TOX_V15
1,DLAGU26,DLAGU26-210822,DESCARGA DE LA CIUDAD DE AGUASCALIENTES,LÓTICO,2022-08-22,2022,26.3,24196.0,24196.0,75.8,2.42,10.0,1.0,1.0
2,DLBAJ85,DLBAJ85-021022,MANANTIAL SAN JOSE DEL CABO,LÓTICO (HUMEDAL),2022-09-27,2022,10.0,3282.0,638.0,85.8,2.0,10.0,1.0,1.0
3,DLBAJ94,DLBAJ94-021022,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 3,LÓTICO (HUMEDAL),2022-09-27,2022,24.8,11199.0,226.0,92.7,2.0,26.29,1.0,1.0
4,DLBAJ95,DLBAJ95-021022,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 2,LÓTICO (HUMEDAL),2022-09-27,2022,10.0,6131.0,313.0,80.0,2.0,10.0,1.0,1.0
5,DLBAJ97,DLBAJ97-021022,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 1,LÓTICO (HUMEDAL),2022-09-27,2022,10.0,12997.0,116.0,86.4,2.0,10.0,1.0,1.0
6,DLCAM257,DLCAM257-180922,PUENTE SAN FRANCISCO,LÓTICO (HUMEDAL),2022-10-19,2022,258.0,3654.0,561.0,80.8,5.7,10.0,1.0,1.0
7,DLCAM258,DLCAM258-140822,MANANTIAL AGUAS VERDES,LÓTICO (HUMEDAL),2022-08-08,2022,10.0,460.0,150.0,46.1,10.8,22.45,1.0,1.0
8,DLCAM255,DLCAM255-180922,RIO PALIZADA AGUAS ABAJO DEL POBLADO,LÓTICO (HUMEDAL),2022-10-19,2022,286.7,3873.0,512.0,74.0,5.3,12.42,1.0,1.0
9,DLCAM260,DLCAM260-140822,PUENTE NUEVO COAHUILA,LÓTICO (HUMEDAL),2022-08-08,2022,16.0,1100.0,1100.0,46.0,15.36,23.42,1.0,1.0
10,DLCAM281,DLCAM281-140822,IGNACIO ZARAGOZA,LÓTICO (HUMEDAL),2022-08-09,2022,24.0,2400.0,1100.0,95.2,11.28,19.52,1.0,1.0
11,DLCAM283,DLCAM283-140822,CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,LÓTICO,2022-08-09,2022,18.0,210.0,120.0,56.7,14.07,21.47,1.0,1.0
12,DLCAM284,DLCAM284-140822,VENUSTIANO CARRANZA,LÓTICO (HUMEDAL),2022-08-09,2022,12.0,43.0,43.0,82.8,15.33,24.4,1.0,1.0
13,DLCAM280,DLCAM280-140822,CANDELARIA,LÓTICO,2022-08-09,2022,14.0,75.0,75.0,94.2,14.88,24.4,1.0,1.0
14,DLCHI289,DLCHI289-310722,"KM 0+000, PUENTE INTERNACIONAL CIUDAD JUAREZ",LÓTICO,2022-07-25,2022,151.8,24196.0,24196.0,107.7,4.5,68.0,1.0,1.0
15,DLCHI290,DLCHI290-310722,RIO BRAVO 19,LÓTICO,2022-07-25,2022,284.7,15531.0,61.0,137.1,6.3,10.0,1.0,1.0
16,DLCHI295,DLCHI295-310722,PLANTA SUR,LÓTICO,2022-07-25,2022,17.5,24196.0,24196.0,67.4,22.1,31.26,4.83,1.03
17,DLCHI384,DLCHI384-310722,PUENTE PRESIDIO-OJINAGA,LÓTICO,2022-07-27,2022,735.0,598.0,41.0,97.0,2.0,14.62,1.0,1.0
18,DLCHI294,DLCHI294-310722,PLANTA NORTE,LÓTICO,2022-07-26,2022,517.3,24196.0,24196.0,90.6,8.3,27.52,1.0,1.0
19,DLCHI419,DLCHI419-310722,RH24-5 BRAVO CONCHOS,LÓTICO (HUMEDAL),2022-07-28,2022,1337.5,24196.0,3448.0,106.0,4.3,73.13,1.0,1.0
20,DLCHI381,DLCHI381-310722,RH24-8 BRAVO CONCHOS,LÓTICO (HUMEDAL),2022-07-27,2022,266.7,935.0,75.0,108.3,5.2,19.78,1.0,1.0
21,DLCHI385,DLCHI385-310722,RIO BRAVO 18,LÓTICO,2022-07-27,2022,116.2,242.0,10.0,97.0,4.0,10.0,1.0,1.0
22,DLCHI427,DLCHI427-310722,RIO SAN PEDRO-PUENTE MEOQUI,LÓTICO (HUMEDAL),2022-07-28,2022,17.4,4884.0,20.0,138.1,2.0,10.0,1.0,1.0
23,DLCOA436,DLCOA436-180922,RIO SABINAS 6,LÓTICO (HUMEDAL),2022-09-13,2022,24.6,2613.0,52.0,112.2,2.0,10.0,1.0,1.0
24,DLCOA439,DLCOA439-180922,RIO SABINAS 4,LÓTICO (HUMEDAL),2022-09-13,2022,26.4,2909.0,20.0,111.8,2.0,10.0,1.0,1.0
25,DLCOA441,DLCOA441-180922,PUENTE RIO SABINAS,LÓTICO (HUMEDAL),2022-09-13,2022,11.9,3448.0,324.0,109.2,2.0,10.0,1.0,1.0
26,DLCOA444,DLCOA444-180922,AGUAS ABAJO DEL POBLADO NUEVA ROSITA,LÓTICO (HUMEDAL),2022-09-13,2022,10.1,2778.0,259.0,102.1,2.0,10.0,1.0,1.0
27,DLCOA445,DLCOA445-180922,AGUAS ARRIBA DEL POBLADO NUEVA ROSITA,LÓTICO (HUMEDAL),2022-09-14,2022,10.0,789.0,20.0,114.5,2.0,10.0,1.0,1.0
28,DLCOA448,DLCOA448-180922,RIO SABINAS 3,LÓTICO (HUMEDAL),2022-09-14,2022,10.0,933.0,84.0,105.3,2.0,10.0,1.0,1.0
29,DLCOA442,DLCOA442-180922,AGUAS ABAJO DE SABINAS,LÓTICO (HUMEDAL),2022-09-13,2022,12.3,5475.0,520.0,99.5,2.0,10.0,1.0,1.0
30,DLCOA449,DLCOA449-180922,RIO SABINAS 2,LÓTICO (HUMEDAL),2022-09-14,2022,10.0,1081.0,10.0,106.8,2.0,10.0,1.0,1.0
31,DLCOA451,DLCOA451-180922,RIO SABINAS 1,LÓTICO (HUMEDAL),2022-09-14,2022,13.2,1500.0,10.0,107.1,2.0,10.0,1.0,1.0
32,DLCOA446,DLCOA446-180922,EN POBLADO DE SAN JUAN DE SABINAS,LÓTICO (HUMEDAL),2022-09-14,2022,10.0,1210.0,20.0,109.1,2.0,10.0,1.0,1.0
34,DLCOA478,DLCOA478-180922,TOMA DE AGUA DE CFE,LÓTICO (HUMEDAL),2022-09-16,2022,24.2,1793.0,20.0,123.4,2.0,10.0,1.0,1.0
35,DLCOA479,DLCOA479-180922,RIO BRAVO 11,LÓTICO,2022-09-16,2022,18.5,2046.0,175.0,136.5,2.0,10.0,1.0,1.0
36,DLCOA468,DLCOA468-021022,"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (C) (AGUAS ARRIBA)",LÓTICO,2022-10-02,2022,28.1,24196.0,24196.0,17.5,94.5,209.33,1.48,1.53
37,DLCOA480,DLCOA480-180922,AGUAS ARRIBA DE CONFLUENCIA CON RIO BRAVO,LÓTICO,2022-09-16,2022,20.0,24196.0,1266.0,109.2,2.0,10.82,1.0,1.0
38,DLCOA486,DLCOA486-250922,PARQUE INDUSTRIAL ACUÑA,LÓTICO,2022-09-19,2022,10.0,1872.0,20.0,119.0,2.0,22.57,1.0,1.0
39,DLCOA481,DLCOA481-180922,PUENTE INTERNACIONAL PIEDRAS NEGRAS,LÓTICO (HUMEDAL),2022-09-16,2022,20.0,2359.0,279.0,128.8,2.0,10.0,1.0,1.0
40,DLCOA484,DLCOA484-250922,RIO BRAVO POBLADO BALCONES,LÓTICO,2022-09-19,2022,10.5,6131.0,144.0,114.1,2.0,10.0,1.0,1.0
41,DLCOA504,DLCOA504-250922,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  6,LÓTICO (HUMEDAL),2022-10-31,2022,10.0,2359.0,10.0,94.7,2.0,10.0,1.0,1.0
42,DLCOL535,DLCOL535-280822,MANANTIAL ZACUALPAN,LÓTICO,2022-08-23,2022,10.0,161.0,10.0,86.2,2.0,10.0,1.0,1.0
43,DLCOL540,DLCOL540-280822,PUENTE PUEBLO JUAREZ,LÓTICO (HUMEDAL),2022-08-28,2022,80.7,15531.0,305.0,98.1,2.0,10.0,1.0,1.0
44,DLCOL543,DLCOL543-280822,PLANTA DE TRATAMIENTO CIAPACOV,LÓTICO,2022-08-29,2022,11.1,24196.0,12997.0,46.7,2.0,16.64,1.0,1.0
45,DLCOL539,DLCOL539-280822,EL CHICAL,LÓTICO (HUMEDAL),2022-08-29,2022,107.8,24196.0,1785.0,96.1,22.3,25.79,1.0,1.0
46,DLCOL536,DLCOL536-280822,DERIVADORA PEÑITAS,LÓTICO (HUMEDAL),2022-08-23,2022,650.0,17890.0,5630.0,106.1,2.28,10.0,1.0,1.0
47,DLCOL5538,DLCOL5538-280822,A.P. EL NARANJAL,LÓTICO,2022-08-23,2022,10.0,203.0,189.0,86.1,2.0,10.0,1.0,1.0
48,DLCOL5539,DLCOL5539-280822,A.P OBRA DE TOMA LA LIMA NUEVO NARANJAL,LÓTICO,2022-08-23,2022,11.2,3076.0,1182.0,87.6,2.0,10.0,1.0,1.0
49,DLCOL544,DLCOL544-280822,AGUAS ARRIBA PLANTA DE TRATAMIENTO CIAPACOV,LÓTICO,2022-08-24,2022,36.9,24196.0,24196.0,97.4,2.0,23.41,1.0,1.0
50,DLCOL556,DLCOL556-280822,DESEMBOCADURA RIO COAHUAYANA,LÓTICO - COSTERO (HUMEDAL),2022-08-29,2022,476.0,77010.0,6510.0,62.7,8.7,10.0,1.0,1.0
51,DLCOL563,DLCOL563-280822,AGUAS ABAJO COLONIA RUIZ CORTINEZ,LÓTICO (HUMEDAL),2022-08-25,2022,225.0,15531.0,934.0,96.4,7.8,13.38,1.0,1.0
52,DLCOL578,DLCOL578-110922,AGUAS ARRIBA DEL POBLADO PEÑA COLORADA,LÓTICO,2022-09-06,2022,10.0,5172.0,295.0,111.7,2.0,29.26,1.0,1.0
53,DLCOL579,DLCOL579-110922,AGUAS ABAJO DEL POBLADO PEÑA COLORADA,LÓTICO,2022-09-06,2022,19.0,5172.0,318.0,108.9,2.0,12.54,1.0,1.0
54,DLCOL569,DLCOL569-280822,PUENTE PERIQUILLOS,LÓTICO (HUMEDAL),2022-08-25,2022,210.4,17329.0,3130.0,94.0,5.9,13.38,1.0,1.0
55,DLCOL574,DLCOL574-280822,DERIVADORA JALA 1,LÓTICO,2022-08-28,2022,10.0,9804.0,110.0,96.0,2.0,10.0,1.0,1.0
56,DLDUR634,DLDUR634-091022,RIO PIAXTLA 6,LÓTICO,2022-09-26,2022,10.0,10.0,10.0,100.3,2.0,10.0,1.0,1.0
57,DLEST863,DLEST863-310722,RIO LERMA 54,LÓTICO,2022-07-28,2022,140.0,2400.0,1100.0,10.0,98.2,141.42,1.2,5.15
58,DLEST864,DLEST864-310722,RIO LERMA 4,LÓTICO,2022-07-28,2022,344.0,2400.0,240.0,12.0,65.52,120.33,1.28,5.88
59,DLEST858,DLEST858-310722,PUENTE CARRETERA TOLUCA-NAUCALPAN,LÓTICO (HUMEDAL),2022-07-28,2022,44.0,2400.0,2400.0,10.0,95.4,116.22,1.21,8.2
60,DLEST866,DLEST866-310722,RIO LERMA 43,LÓTICO (HUMEDAL),2022-07-27,2022,148.0,2400.0,460.0,22.8,54.0,93.48,1.18,4.88
61,DLEST867,DLEST867-310722,RIO LERMA 3,LÓTICO,2022-07-27,2022,56.0,2400.0,1100.0,39.5,47.28,70.08,1.0,1.0
62,DLEST865,DLEST865-310722,RH12-1 LERMA,LÓTICO,2022-07-28,2022,52.0,2400.0,460.0,53.0,16.08,32.64,1.0,1.0
63,DLEST868M1,DLEST868M1-310722,PUENTE CARRETERA TOLUCA-PALMILLAS (CORTINA PRESA JOSE ANTONIO ALZATE AGUAS ABAJO),LÓTICO,2022-07-27,2022,68.0,2400.0,460.0,10.7,46.2,70.56,1.0,1.0
64,DLEST872,DLEST872-310722,RIO LERMA 67,LÓTICO,2022-07-27,2022,52.0,2400.0,2400.0,25.7,45.24,74.88,1.0,1.0
65,DLEST873,DLEST873-310722,RIO LERMA 65,LÓTICO,2022-07-27,2022,112.0,2400.0,1100.0,23.5,30.3,75.36,1.0,1.0
66,DLEST879,DLEST879-310722,RIO LERMA 69,LÓTICO (HUMEDAL),2022-07-26,2022,48.0,2400.0,2400.0,10.0,86.0,101.15,1.0,1.0
67,DLEST880,DLEST880-310722,RIO LERMA 7,LÓTICO (HUMEDAL),2022-07-26,2022,68.0,2400.0,2400.0,10.0,40.2,55.68,1.0,1.0
68,DLEST875,DLEST875-310722,RIO LERMA 5,LÓTICO (HUMEDAL),2022-07-26,2022,36.0,1100.0,460.0,10.0,35.04,51.36,1.0,1.0
69,DLEST878,DLEST878-310722,RIO LERMA 6,LÓTICO (HUMEDAL),2022-07-26,2022,70.0,2400.0,2400.0,37.8,54.0,67.2,1.0,1.0
70,DLEST898,DLEST898-070822,SALIDA MANIANTAL AGUA ESCONDIDA EN CANAL HECTOR MARTINEZ DE MEZA,LÓTICO,2022-08-01,2022,20.0,15.0,7.0,53.0,15.33,27.36,1.0,1.0
71,DLEST876,DLEST876-310722,RIO LERMA 68,LÓTICO (HUMEDAL),2022-07-26,2022,74.0,2400.0,2400.0,10.0,55.56,83.61,1.0,1.0
72,DLEST937M1,DLEST937M1-070822,PUENTE DIF SOLIS,LÓTICO,2022-08-02,2022,102.0,150.0,28.0,38.6,98.6,132.93,1.0,1.0
73,DLEST938M1,DLEST938M1-070822,RIO LERMA 11,LÓTICO,2022-08-02,2022,34.0,120.0,120.0,47.1,13.74,24.13,1.0,1.0
74,DLEST940,DLEST940-070822,RIO LERMA 9,LÓTICO,2022-08-03,2022,62.0,2400.0,240.0,49.2,45.72,70.99,1.0,1.0
75,DLEST939,DLEST939-070822,PUENTE SOLIS(DIF),LÓTICO,2022-08-02,2022,80.0,20.0,9.0,59.7,14.22,30.16,1.0,1.0
76,DLGUA1012,DLGUA1012-110922,AGUAS ARRIBA DE LA DESCARGA DE SALAMANCA (DESP.R.LAJA),LÓTICO,2022-09-08,2022,182.8,2419600.0,1732900.0,65.6,22.2,67.15,1.0,1.0
77,DLEST941,DLEST941-070822,RIO LERMA 8,LÓTICO,2022-08-03,2022,18.0,2400.0,460.0,30.3,49.08,72.38,1.0,1.0
78,DLGUA1015,DLGUA1015-110922,RIO LERMA 30,LÓTICO,2022-09-08,2022,693.0,241960.0,241960.0,21.2,22.2,98.18,1.0,1.0
79,DLGUA1018,DLGUA1018-110922,PUEBLO NUEVO (ANTES RIO GUANAJUATO),LÓTICO,2022-09-06,2022,47.7,98040.0,48840.0,97.0,22.6,77.33,1.0,1.0
80,DLGUA1020,DLGUA1020-110922,RIO LERMA 28,LÓTICO,2022-09-07,2022,198.0,488400.0,270000.0,10.7,81.0,149.21,1.0,1.0
81,DLGUA1019,DLGUA1019-110922,CERRO BLANCO,LÓTICO,2022-09-07,2022,241.5,547500.0,517200.0,95.5,73.0,341.79,1.0,1.96
82,DLGUA1022,DLGUA1022-110922,SAN GUILLERMO (DESEP.RIO GUANAJUATO),LÓTICO,2022-09-07,2022,309.5,241960.0,241960.0,13.9,77.5,145.36,1.0,1.48
83,DLGUA1067,DLGUA1067-110922,LEON  (A) AGUAS ARRIBA,LÓTICO,2022-09-12,2022,27.7,2419600.0,2419600.0,46.6,94.0,152.26,2.55,1.0
84,DLGUA1068W1,DLGUA1068W1-110922,LEON  (A) AGUAS ABAJO,LÓTICO,2022-11-14,2022,479.0,241960.0,241960.0,20.9,134.0,1731.5,2.55,31.25
85,DLGUA1087,DLGUA1087-110922,GUANAJUATO,LÓTICO,2022-09-11,2022,10.0,24196.0,24196.0,55.1,2.0,24.24,1.0,1.0
86,DLGUA1144,DLGUA1144-070822,PENJAMO,LÓTICO,2022-08-03,2022,86.0,12230.0,4570.0,47.2,10.3,66.82,1.0,1.0
87,DLGUA1145,DLGUA1145-070822,RIO LERMA 17,LÓTICO,2022-08-03,2022,304.4,15530.0,13330.0,30.2,2.0,96.72,1.0,1.0
88,DLGUA1148,DLGUA1148-180922,RIO LERMA 35,LÓTICO,2022-09-15,2022,130.5,3255.0,794.0,46.2,9.9,28.29,1.0,1.0
89,DLGUA1149,DLGUA1149-180922,RIO LERMA 36,LÓTICO,2022-09-15,2022,99.4,17329.0,9804.0,40.7,8.4,36.13,1.0,1.0
90,DLGUA1157,DLGUA1157-180922,RIO LERMA 15,LÓTICO,2022-09-13,2022,16.1,2481.0,41.0,152.2,2.0,26.16,1.0,1.0
91,DLGUA1151,DLGUA1151-180922,ACAMBARO (PUENTE FERROCARIL),LÓTICO,2022-09-15,2022,30.5,15531.0,12997.0,42.3,2.0,11.65,1.0,1.0
92,DLGUA1171,DLGUA1171-180922,RIO LERMA 37,LÓTICO,2022-09-16,2022,36.5,9804.0,3076.0,53.0,7.8,19.14,1.0,1.0
93,DLGUA1176,DLGUA1176-180922,ARMADILLO,LÓTICO,2022-09-16,2022,37.3,2755.0,422.0,60.1,8.2,17.47,1.0,1.0
94,DLGUA1156,DLGUA1156-180922,RIO LERMA 34 (AGUA CALIENTE 1),LÓTICO,2022-09-13,2022,13.5,24196.0,24196.0,68.2,2.0,10.0,1.0,1.0
95,DLGUA1177,DLGUA1177-180922,RIO LERMA 24,LÓTICO,2022-09-16,2022,76.1,24196.0,3873.0,27.2,8.1,16.64,1.0,1.0
96,DLGUA1172,DLGUA1172-180922,EJIDO DE LA ANGOSTURA,LÓTICO,2022-10-06,2022,60.0,24196.0,24196.0,56.4,13.3,31.44,1.0,1.0
97,DLGUA1175,DLGUA1175-180922,RIO LERMA 45,LÓTICO,2022-09-16,2022,72.2,24196.0,15531.0,48.2,8.2,12.48,1.0,1.0
98,DLGUA1180,DLGUA1180-250922,RIO LERMA 26,LÓTICO,2022-10-05,2022,21.4,5475.0,683.0,46.0,66.0,88.44,1.0,1.0
100,DLGUA1178,DLGUA1178-250922,SANTA JULIA,LÓTICO,2022-10-06,2022,183.4,7030.0,1990.0,43.5,12.4,28.42,1.0,1.0
101,DLGUA957,DLGUA957-210822,RIO LERMA 19,LÓTICO,2022-08-18,2022,778.6,141360.0,111990.0,94.0,21.5,27.59,1.0,1.0
102,DLGUE1222,DLGUE1222-310722,RH20-1 COSTA CHICA-RIO VERDE,LÓTICO,2022-07-26,2022,860.6,24000.0,210.0,48.3,2.0,22.88,1.0,1.0
103,DLGUE1223,DLGUE1223-310722,RIO PAPAGAYO 10,LÓTICO,2022-07-26,2022,1125.3,24000.0,750.0,51.1,2.0,17.88,1.0,1.0
104,DLGUE1229,DLGUE1229-310722,RIO PAPAGAYO 8,LÓTICO (HUMEDAL),2022-07-27,2022,396.3,11000.0,2400.0,54.8,2.0,32.88,1.0,1.0
105,DLGUE1226,DLGUE1226-310722,RIO PAPAGAYO 12,LÓTICO (HUMEDAL),2022-07-26,2022,1308.7,24000.0,90.0,54.6,2.0,28.71,1.0,1.0
106,DLGUE1227,DLGUE1227-310722,DESEMBOCADURA RIO PAPAGAYO 11,LÓTICO - COSTERO (HUMEDAL),2022-07-26,2022,790.6,24000.0,24000.0,51.8,2.0,43.71,1.0,1.0
107,DLGUE1230,DLGUE1230-310722,RIO PAPAGAYO 7,LÓTICO,2022-07-27,2022,438.1,24000.0,11000.0,54.9,2.0,24.96,1.0,1.0
108,DLGUE1231,DLGUE1231-310722,RIO PAPAGAYO 6,LÓTICO (HUMEDAL),2022-07-27,2022,372.7,11000.0,4600.0,56.0,2.0,38.29,1.0,1.0
109,DLGUE1228,DLGUE1228-310722,RIO PAPAGAYO 9,LÓTICO,2022-07-27,2022,380.0,4600.0,1500.0,54.4,2.0,29.54,1.0,1.0
110,DLGUE1234,DLGUE1234-310722,RIO PAPAGAYO 5,LÓTICO,2022-07-28,2022,346.8,24000.0,24000.0,55.0,2.0,28.29,1.0,1.0
111,DLGUE1241,DLGUE1241-310722,RIO PAPAGAYO 2,LÓTICO,2022-07-28,2022,462.2,24000.0,24000.0,55.6,2.0,39.13,1.0,1.0
112,DLGUE1239,DLGUE1239-310722,PUENTE LAS HORQUETAS,LÓTICO,2022-07-26,2022,1325.0,24000.0,430.0,53.8,2.0,39.13,1.0,1.0
113,DLGUE1238,DLGUE1238-310722,PUENTE PAPAGAYO,LÓTICO,2022-07-28,2022,1262.0,24000.0,24000.0,62.8,2.0,23.71,1.0,1.0
114,DLGUE1240,DLGUE1240-310722,RIO PAPAGAYO 3,LÓTICO,2022-07-28,2022,2540.0,24000.0,24000.0,68.7,2.0,77.46,1.0,1.0
115,DLGUE1243,DLGUE1243-310722,RIO PAPAGAYO 4,LÓTICO,2022-07-28,2022,2618.4,24000.0,24000.0,55.4,2.0,38.71,1.0,1.0
116,DLGUE1242,DLGUE1242-310722,RIO PAPAGAYO 1,LÓTICO,2022-07-28,2022,482.8,24000.0,24000.0,51.6,2.0,40.38,1.0,1.0
117,DLGUE1286,DLGUE1286-070822,PUENTE SAN JERONIMO,LÓTICO,2022-08-02,2022,51.0,24000.0,24000.0,71.2,2.0,43.29,1.0,1.0
119,DLGUE1340,DLGUE1340-250922,ZIRANDARO,LÓTICO,2022-09-21,2022,178.0,24000.0,24000.0,79.4,2.0,52.04,1.0,1.0
120,DLGUE1344,DLGUE1344-250922,PUENTE MIGUEL ALEMAN (COYUCA DE CATALAN),LÓTICO (HUMEDAL),2022-09-20,2022,30.0,24000.0,24000.0,79.7,2.0,13.71,1.0,1.0
121,DLGUE1342,DLGUE1342-250922,PUENTE CIUDAD ALTAMIRANO,LÓTICO (HUMEDAL),2022-09-20,2022,22.0,24000.0,24000.0,81.3,2.0,15.79,1.0,1.0
122,DLGUE1373,DLGUE1373-070822,DESEMBOCADURA RIO SANTA CATARINA 2,LÓTICO - COSTERO (HUMEDAL),2022-08-01,2022,212.0,2400.0,430.0,39.9,2.57,48.71,1.0,1.0
123,DLGUE1349,DLGUE1349-250922,RH16-5 BALSAS,LÓTICO (HUMEDAL),2022-09-19,2022,386.7,24000.0,24000.0,81.3,2.14,13.29,1.0,1.0
124,DLGUE1372,DLGUE1372-070822,DESEMBOCADURA RIO SANTA CATARINA 1,LÓTICO - COSTERO (HUMEDAL),2022-08-01,2022,26.0,230.0,90.0,47.6,2.29,45.38,1.0,1.0
125,DLGUE1376,DLGUE1376-070822,RH20-2 COSTA CHICA-RIO VERDE,LÓTICO (HUMEDAL),2022-08-01,2022,412.0,11000.0,4600.0,30.4,2.0,45.79,1.0,1.0
126,DLGUE1382,DLGUE1382-070822,RIO SANTA CATARINA 3,LÓTICO,2022-08-02,2022,765.5,11000.0,4600.0,53.7,2.0,18.29,1.0,1.0
127,DLGUE1387,DLGUE1387-070822,RIO SANTA CATARINA 5,LÓTICO,2022-08-02,2022,421.3,11000.0,4600.0,58.3,2.0,30.79,1.0,1.0
128,DLGUE1381,DLGUE1381-070822,PUENTE MILPILLAS,LÓTICO (HUMEDAL),2022-08-02,2022,710.0,24000.0,930.0,30.9,2.0,13.71,1.0,1.0
129,DLGUE1415,DLGUE1415-070822,PAPALUTLA,LÓTICO,2022-08-03,2022,2312.5,24000.0,24000.0,57.2,2.0,36.63,1.0,1.0
130,DLGUE6482,DLGUE6482-070822,RÍO ATOYAC-A,LÓTICO,2022-08-02,2022,48.0,24000.0,24000.0,68.1,2.0,31.21,1.0,1.0
131,DLGUE1386,DLGUE1386-070822,RIO SANTA CATARINA 4,LÓTICO (HUMEDAL),2022-08-02,2022,506.1,11000.0,2400.0,57.4,2.0,16.63,1.0,1.0
